event_name,referee,f_1,f_2,winner,num_rounds,title_fight,weight_class,gender,result,result_details,finish_round,finish_time,fight_url
UFC Fight Night: Rozenstruik vs. Almeida,Keith Peterson,Karl Williams,Chase Sherman,Karl Williams,3,F,Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/3387f430abb7e39f
UFC Fight Night: Rozenstruik vs. Almeida,Wayne Spinola,Cody Stamann,Douglas Silva de Andrade,Douglas Silva de Andrade,3,F,Catch Weight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/14e689e60419d469
UFC Fight Night: Rozenstruik vs. Almeida,Larry Carter,Ji Yeon Kim,Mandy Bohm,Mandy Bohm,3,F,Women's Flyweight,F,Decision,Split,3,1:55,http://ufcstats.com/fight-details/6ca856d1950d8f7f
UFC Fight Night: Rozenstruik vs. Almeida,Wayne Spinola,Bryan Battle,Gabe Green,Bryan Battle,3,F,Welterweight,M,KO/TKO,Punch to Head At Distance,1,0:14,http://ufcstats.com/fight-details/81fda78adcaedbc7
UFC Fight Night: Rozenstruik vs. Almeida,Larry Carter,Jessica-Rose Clark,Tainara Lisboa,Tainara Lisboa,3,F,Women's Bantamweight,F,Submission,Rear Naked Choke,3,4:20,http://ufcstats.com/fight-details/acfcf75f0215b7ab
UFC 288: Sterling vs. Cejudo,Herb Dean,Aljamain Sterling,Henry Cejudo,Aljamain Sterling,5,T,Bantamweight,M,Decision,Split,5,5:00,http://ufcstats.com/fight-details/e3aad51099a23ba4
UFC 288: Sterling vs. Cejudo,Keith Peterson,Belal Muhammad,Gilbert Burns,Belal Muhammad,5,F,Welterweight,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/ed707998b13d0101
UFC 288: Sterling vs. Cejudo,Vitor Ribeiro,Jessica Andrade,Yan Xiaonan,Yan Xiaonan,3,F,Women's Strawweight,F,KO/TKO,Punch to Head At Distance,1,2:20,http://ufcstats.com/fight-details/11a5a852313d1f5b
UFC 288: Sterling vs. Cejudo,Keith Peterson,Movsar Evloev,Diego Lopes,Movsar Evloev,3,F,Featherweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/069ab7e7b8b5d262
UFC 288: Sterling vs. Cejudo,Gary Copeland,Kron Gracie,Charles Jourdain,Charles Jourdain,3,F,Featherweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/0c6e3c1f03cd4061
UFC 288: Sterling vs. Cejudo,Herb Dean,Drew Dober,Matt Frevola,Matt Frevola,3,F,Lightweight,M,KO/TKO,Punch to Head At Distance,1,4:08,http://ufcstats.com/fight-details/3f8b4aeb3baf4724
UFC 288: Sterling vs. Cejudo,Gasper Oliver,Kennedy Nzechukwu,Devin Clark,Kennedy Nzechukwu,3,F,Light Heavyweight,M,Submission,Guillotine Choke Standing,2,2:28,http://ufcstats.com/fight-details/c3ca708aaf4262a7
UFC 288: Sterling vs. Cejudo,Keith Peterson,Khaos Williams,Rolando Bedoya,Khaos Williams,3,F,Welterweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/4c9bbd9758be1168
UFC 288: Sterling vs. Cejudo,Vitor Ribeiro,Marina Rodriguez,Virna Jandiroba,Virna Jandiroba,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/5f44d6d9e6bbecff
UFC 288: Sterling vs. Cejudo,Gary Copeland,Braxton Smith,Parker Porter,Parker Porter,3,F,Heavyweight,M,KO/TKO,Punches to Head From Mount,1,2:10,http://ufcstats.com/fight-details/2372578d3f554c65
UFC 288: Sterling vs. Cejudo,Gasper Oliver,Phil Hawes,Ikram Aliskerov,Ikram Aliskerov,3,F,Middleweight,M,KO/TKO,Punches to Head At Distance,1,2:10,http://ufcstats.com/fight-details/d22de60b7a3d908c
UFC 288: Sterling vs. Cejudo,Gary Copeland,Joseph Holmes,Claudio Ribeiro,Claudio Ribeiro,3,F,Middleweight,M,KO/TKO,Punches to Head On Ground,2,3:21,http://ufcstats.com/fight-details/93fb6c7e590487f9
UFC Fight Night: Song vs. Simon,Herb Dean,Song Yadong,Ricky Simon,Song Yadong,5,F,Bantamweight,M,KO/TKO,Punch to Head At Distance,5,1:10,http://ufcstats.com/fight-details/2b1ac5d8f98639bf
UFC Fight Night: Song vs. Simon,Jason Herzog,Caio Borralho,Michal Oleksiejczuk,Caio Borralho,3,F,Middleweight,M,Submission,Rear Naked Choke,2,2:49,http://ufcstats.com/fight-details/ecec1b0dd64ca2ae
UFC Fight Night: Song vs. Simon,Mark Smith,Rodolfo Vieira,Cody Brundage,Rodolfo Vieira,3,F,Middleweight,M,Submission,Arm Triangle From Mount,2,1:28,http://ufcstats.com/fight-details/37ae5c09d6f03f33
UFC Fight Night: Song vs. Simon,Chris Tognoni,Julian Erosa,Fernando Padilla,Fernando Padilla,3,F,Featherweight,M,KO/TKO,Punches to Head At Distance,1,1:41,http://ufcstats.com/fight-details/e0e2c1fc1a178d89
UFC Fight Night: Song vs. Simon,Herb Dean,Marcos Rogerio de Lima,Waldo Cortes-Acosta,Marcos Rogerio de Lima,3,F,Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/8dbfbd8f8bd0f00b
UFC Fight Night: Song vs. Simon,Jason Herzog,Josh Quinlan,Trey Waters,Trey Waters,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/c02d44564cb006a9
UFC Fight Night: Song vs. Simon,Mark Smith,Martin Buday,Jake Collier,Martin Buday,3,F,Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/5d11b618f24082dd
UFC Fight Night: Song vs. Simon,Chris Tognoni,Cody Durden,Charles Johnson,Cody Durden,3,F,Flyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/ca63933f8c898fa2
UFC Fight Night: Song vs. Simon,Jason Herzog,Stephanie Egger,Irina Alekseeva,Irina Alekseeva,3,F,Women's Bantamweight,F,Submission,Kneebar After Drop to Ground,1,2:11,http://ufcstats.com/fight-details/f9345fa82bf43847
UFC Fight Night: Song vs. Simon,Mark Smith,Journey Newson,Marcus McGhee,Marcus McGhee,3,F,Catch Weight,M,Submission,Rear Naked Choke,2,2:03,http://ufcstats.com/fight-details/88a63555728c2025
UFC Fight Night: Song vs. Simon,Chris Tognoni,Hailey Cowan,Jamey-Lyn Horth,Jamey-Lyn Horth,3,F,Women's Bantamweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/e434035be5453be0
UFC Fight Night: Pavlovich vs. Blaydes,Marc Goddard,Sergei Pavlovich,Curtis Blaydes,Sergei Pavlovich,5,F,Heavyweight,M,KO/TKO,Punches to Head At Distance,1,3:08,http://ufcstats.com/fight-details/856468ba24a37fcc
UFC Fight Night: Pavlovich vs. Blaydes,Mark Smith,Brad Tavares,Bruno Silva,Bruno Silva,3,F,Middleweight,M,KO/TKO,Punch to Head At Distance,1,3:35,http://ufcstats.com/fight-details/d00d5ef4ae0ac01b
UFC Fight Night: Pavlovich vs. Blaydes,Chris Tognoni,Iasmin Lucindo,Brogan Walker,Iasmin Lucindo,3,F,Women's Flyweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/20c0f50c11509301
UFC Fight Night: Pavlovich vs. Blaydes,Marc Goddard,Jeremiah Wells,Matthew Semelsberger,Jeremiah Wells,3,F,Welterweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/06d9fb9c995f1e4f
UFC Fight Night: Pavlovich vs. Blaydes,Jacob Montalvo,Ricky Glenn,Christos Giagos,Christos Giagos,3,F,Lightweight,M,KO/TKO,Punch to Head At Distance,1,1:35,http://ufcstats.com/fight-details/16628e25a043043a
UFC Fight Night: Pavlovich vs. Blaydes,Keith Peterson,Rani Yahya,Montel Jackson,Montel Jackson,3,F,Bantamweight,M,KO/TKO,Punch to Head At Distance,1,3:42,http://ufcstats.com/fight-details/034cbbec91f67852
UFC Fight Night: Pavlovich vs. Blaydes,Chris Tognoni,Karol Rosa,Norma Dumont,Norma Dumont,3,F,Women's Featherweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/01aa5949ac6851f3
UFC Fight Night: Pavlovich vs. Blaydes,Mark Smith,Mohammed Usman,Junior Tafa,Mohammed Usman,3,F,Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/8beab5f941dae8e0
UFC Fight Night: Pavlovich vs. Blaydes,Keith Peterson,Francis Marshall,William Gomis,William Gomis,3,F,Featherweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/a941c4e25ddddfff
UFC Fight Night: Pavlovich vs. Blaydes,Jerin Valel,Brady Hiestand,Batgerel Danaa,Brady Hiestand,3,F,Bantamweight,M,KO/TKO,Punches to Head On Ground,3,4:21,http://ufcstats.com/fight-details/277233ca9ea25674
UFC Fight Night: Holloway vs. Allen,Jason Herzog,Max Holloway,Arnold Allen,Max Holloway,5,F,Featherweight,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/6049301b4deea035
UFC Fight Night: Holloway vs. Allen,Keith Peterson,Edson Barboza,Billy Quarantillo,Edson Barboza,3,F,Featherweight,M,KO/TKO,Knee to Head At Distance,1,2:37,http://ufcstats.com/fight-details/83c81018bb3aeebf
UFC Fight Night: Holloway vs. Allen,Nick Berens,Dustin Jacoby,Azamat Murzakanov,Azamat Murzakanov,3,F,Light Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/792f139c2b9fd294
UFC Fight Night: Holloway vs. Allen,Keith Peterson,Tanner Boser,Ion Cutelaba,Ion Cutelaba,3,F,Light Heavyweight,M,KO/TKO,Punches to Head On Ground,1,2:05,http://ufcstats.com/fight-details/995e79b951da945b
UFC Fight Night: Holloway vs. Allen,Jason Herzog,Pedro Munhoz,Chris Gutierrez,Pedro Munhoz,3,F,Bantamweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/d856812dc733690a
UFC Fight Night: Holloway vs. Allen,Dwayne Bess,Clay Guida,Rafa Garcia,Rafa Garcia,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/bdbddbc00d07dc4b
UFC Fight Night: Holloway vs. Allen,Jason Herzog,Bill Algeo,TJ Brown,Bill Algeo,3,F,Featherweight,M,Submission,Rear Naked Choke,2,1:40,http://ufcstats.com/fight-details/b01e6e97d66681c5
UFC Fight Night: Holloway vs. Allen,Nick Berens,Brandon Royval,Matheus Nicolau,Brandon Royval,3,F,Flyweight,M,KO/TKO,Knee to Head At Distance,1,2:09,http://ufcstats.com/fight-details/bbde45b2c766bb67
UFC Fight Night: Holloway vs. Allen,Dwayne Bess,Zak Cummings,Ed Herman,Zak Cummings,3,F,Light Heavyweight,M,KO/TKO,Punches to Head At Distance,3,4:13,http://ufcstats.com/fight-details/50e675146cda6e7c
UFC Fight Night: Holloway vs. Allen,Keith Peterson,Gillian Robertson,Piera Rodriguez,Gillian Robertson,3,F,Women's Strawweight,F,Submission,Armbar From Mount,2,4:21,http://ufcstats.com/fight-details/68c1b833ed8849a3
UFC Fight Night: Holloway vs. Allen,Jason Herzog,Lando Vannata,Daniel Zellhuber,Daniel Zellhuber,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/cef255a992ba7af3
UFC Fight Night: Holloway vs. Allen,Dwayne Bess,Bruna Brasil,Denise Gomes,Denise Gomes,3,F,Women's Strawweight,F,KO/TKO,Punches to Head On Ground,2,2:42,http://ufcstats.com/fight-details/5de3a1bbcf705b58
UFC Fight Night: Holloway vs. Allen,Nick Berens,Aaron Phillips,Gaston Bolanos,Gaston Bolanos,3,F,Bantamweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/119559fd8124fee3
UFC Fight Night: Holloway vs. Allen,Dwayne Bess,Joselyne Edwards,Lucie Pudilova,Joselyne Edwards,3,F,Women's Bantamweight,F,Decision,Split,3,5:00,http://ufcstats.com/fight-details/8b2b2562884821a7
UFC 287: Pereira vs. Adesanya 2,Dan Miragliotta,Alex Pereira,Israel Adesanya,Israel Adesanya,5,T,Middleweight,M,KO/TKO,Punch to Head At Distance,2,4:21,http://ufcstats.com/fight-details/fe143cb868adfded
UFC 287: Pereira vs. Adesanya 2,Marc Goddard,Gilbert Burns,Jorge Masvidal,Gilbert Burns,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/71ea7d7985dad804
UFC 287: Pereira vs. Adesanya 2,Keith Peterson,Rob Font,Adrian Yanez,Rob Font,3,F,Bantamweight,M,KO/TKO,Punch to Head At Distance,1,2:57,http://ufcstats.com/fight-details/678d27af287476f8
UFC 287: Pereira vs. Adesanya 2,Dan Miragliotta,Kevin Holland,Santiago Ponzinibbio,Kevin Holland,3,F,Welterweight,M,KO/TKO,Punch to Head At Distance,3,3:16,http://ufcstats.com/fight-details/3165b03ddc6d3b6e
UFC 287: Pereira vs. Adesanya 2,Keith Peterson,Raul Rosas Jr.,Christian Rodriguez,Christian Rodriguez,3,F,Bantamweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/2cb34fc074f7a9ae
UFC 287: Pereira vs. Adesanya 2,Marc Goddard,Chris Curtis,Kelvin Gastelum,Kelvin Gastelum,3,F,Middleweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/bbc76ff9e1b1b142
UFC 287: Pereira vs. Adesanya 2,Larry Folsom,Michelle Waterson-Gomez,Luana Pinheiro,Luana Pinheiro,3,F,Women's Strawweight,F,Decision,Split,3,5:00,http://ufcstats.com/fight-details/95349402616097cd
UFC 287: Pereira vs. Adesanya 2,Marc Goddard,Gerald Meerschaert,Joe Pyfer,Joe Pyfer,3,F,Middleweight,M,KO/TKO,Punches to Head On Ground,1,3:15,http://ufcstats.com/fight-details/28e3d939eb043664
UFC 287: Pereira vs. Adesanya 2,Larry Folsom,Cynthia Calvillo,Loopy Godinez,Loopy Godinez,3,F,Women's Strawweight,F,Decision,Split,3,5:00,http://ufcstats.com/fight-details/780147f2ed2637d1
UFC 287: Pereira vs. Adesanya 2,Andrew Glenn,Ignacio Bahamondes,Trey Ogden,Ignacio Bahamondes,3,F,Catch Weight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/d7022b6058dbb26b
UFC 287: Pereira vs. Adesanya 2,Larry Folsom,Shayilan Nuerdanbieke,Steve Garcia,Steve Garcia,3,F,Featherweight,M,KO/TKO,Punch to Body At Distance,2,0:36,http://ufcstats.com/fight-details/0810cdbeb9dd4d02
UFC 287: Pereira vs. Adesanya 2,Andrew Glenn,Jaqueline Amorim,Sam Hughes,Sam Hughes,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/355a2f4090c0ca31
UFC Fight Night: Vera vs. Sandhagen,Dan Miragliotta,Marlon Vera,Cory Sandhagen,Cory Sandhagen,5,F,Bantamweight,M,Decision,Split,5,5:00,http://ufcstats.com/fight-details/33fa6793a7f984ac
UFC Fight Night: Vera vs. Sandhagen,Jacob Montalvo,Holly Holm,Yana Santos,Holly Holm,3,F,Women's Bantamweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/1c2d0db1c9eed052
UFC Fight Night: Vera vs. Sandhagen,Jason Herzog,Nate Landwehr,Austin Lingo,Nate Landwehr,3,F,Featherweight,M,Submission,Rear Naked Choke,2,4:11,http://ufcstats.com/fight-details/bce8ece2ff26b4d4
UFC Fight Night: Vera vs. Sandhagen,Kerry Hatley,Andrea Lee,Maycee Barber,Maycee Barber,3,F,Women's Flyweight,F,Decision,Split,3,5:00,http://ufcstats.com/fight-details/9433730f95d52fc8
UFC Fight Night: Vera vs. Sandhagen,Kerry Hatley,Chidi Njokuani,Albert Duraev,Albert Duraev,3,F,Middleweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/2f382615155e32b9
UFC Fight Night: Vera vs. Sandhagen,Jason Herzog,Daniel Pineda,Tucker Lutz,Daniel Pineda,3,F,Featherweight,M,Submission,Guillotine Choke After Drop to Half Guard,2,2:50,http://ufcstats.com/fight-details/c6cc6ae23cbf8a27
UFC Fight Night: Vera vs. Sandhagen,Jacob Montalvo,Steven Peterson,Lucas Alexander,Lucas Alexander,3,F,Featherweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/b9e037a45f8850fb
UFC Fight Night: Vera vs. Sandhagen,Kerry Hatley,Trevin Giles,Preston Parsons,Trevin Giles,3,F,Welterweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/07e39fd5f4f23270
UFC Fight Night: Vera vs. Sandhagen,Jason Herzog,CJ Vergara,Daniel Lacerda,CJ Vergara,3,F,Flyweight,M,KO/TKO,Elbows to Head On Ground,2,4:04,http://ufcstats.com/fight-details/16bd47ba50891833
UFC Fight Night: Vera vs. Sandhagen,Kerry Hatley,Victor Altamirano,Vinicius Salvador,Victor Altamirano,3,F,Flyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/6f6fec9c78244174
UFC 286: Edwards vs. Usman 3,Herb Dean,Leon Edwards,Kamaru Usman,Leon Edwards,5,T,Welterweight,M,Decision,Majority,5,5:00,http://ufcstats.com/fight-details/c483ac06b1e33c3b
UFC 286: Edwards vs. Usman 3,Marc Goddard,Justin Gaethje,Rafael Fiziev,Justin Gaethje,3,F,Lightweight,M,Decision,Majority,3,5:00,http://ufcstats.com/fight-details/90a83875e1d11238
UFC 286: Edwards vs. Usman 3,Rich Mitchell,Gunnar Nelson,Bryan Barberena,Gunnar Nelson,3,F,Welterweight,M,Submission,Armbar From Mount,1,4:51,http://ufcstats.com/fight-details/019b4d006800504b
UFC 286: Edwards vs. Usman 3,Herb Dean,Jennifer Maia,Casey O'Neill,Jennifer Maia,3,F,Women's Flyweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/dd9cbf6d6284de26
UFC 286: Edwards vs. Usman 3,Marc Goddard,Marvin Vettori,Roman Dolidze,Marvin Vettori,3,F,Middleweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/5e9c027fb24efc2b
UFC 286: Edwards vs. Usman 3,Rich Mitchell,Jack Shore,Makwan Amirkhani,Jack Shore,3,F,Featherweight,M,Submission,Rear Naked Choke,2,4:27,http://ufcstats.com/fight-details/13f5be7a2ea5577e
UFC 286: Edwards vs. Usman 3,Lukasz Bosacki,Chris Duncan,Omar Morales,Chris Duncan,3,F,Lightweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/cdaf65287d9a0ecb
UFC 286: Edwards vs. Usman 3,Marc Goddard,Sam Patterson,Yanal Ashmouz,Yanal Ashmouz,3,F,Lightweight,M,KO/TKO,Punches to Head From Mount,1,1:15,http://ufcstats.com/fight-details/9f8cf5ac0807d64e
UFC 286: Edwards vs. Usman 3,Herb Dean,Muhammad Mokaev,Jafel Filho,Muhammad Mokaev,3,F,Flyweight,M,Submission,Neck Crank From Back Control,3,4:32,http://ufcstats.com/fight-details/f40ac11da3bd7f8e
UFC 286: Edwards vs. Usman 3,Rich Mitchell,Lerone Murphy,Gabriel Santos,Lerone Murphy,3,F,Featherweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/533984c3ff4b4858
UFC 286: Edwards vs. Usman 3,Lukasz Bosacki,Christian Leroy Duncan,Dusko Todorovic,Christian Leroy Duncan,3,F,Middleweight,M,KO/TKO,"to    
      Injury",1,1:52,http://ufcstats.com/fight-details/38094db8e3539cba
UFC 286: Edwards vs. Usman 3,Marc Goddard,Jake Hadley,Malcolm Gordon,Jake Hadley,3,F,Flyweight,M,KO/TKO,Punch to Body At Distance,1,1:01,http://ufcstats.com/fight-details/6068385c48de6801
UFC 286: Edwards vs. Usman 3,Herb Dean,Joanne Wood,Luana Carolina,Joanne Wood,3,F,Women's Flyweight,F,Decision,Split,3,5:00,http://ufcstats.com/fight-details/8a3e7085e8e5a6e9
UFC 286: Edwards vs. Usman 3,Lukasz Bosacki,Juliana Miller,Veronica Hardy,Veronica Hardy,3,F,Women's Flyweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/53d6d5ad08ac0694
UFC Fight Night: Andrade vs. Blanchfield,Herb Dean,Jessica Andrade,Erin Blanchfield,Erin Blanchfield,5,F,Women's Flyweight,F,Submission,Rear Naked Choke,2,1:37,http://ufcstats.com/fight-details/dcc3da324eb5f26c
UFC Fight Night: Andrade vs. Blanchfield,Mark Smith,Jordan Wright,Zac Pauga,Zac Pauga,3,F,Light Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/3f837b469ba33c7c
UFC Fight Night: Andrade vs. Blanchfield,Jacob Montalvo,Josh Parisian,Jamal Pogues,Jamal Pogues,3,F,Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/3e90b7fd1e9f86bd
UFC Fight Night: Andrade vs. Blanchfield,Chris Tognoni,William Knight,Marcin Prachnio,Marcin Prachnio,3,F,Light Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/dc6f69f923744948
UFC Fight Night: Andrade vs. Blanchfield,Herb Dean,Jim Miller,Alexander Hernandez,Alexander Hernandez,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/682ff095649c9a5c
UFC Fight Night: Andrade vs. Blanchfield,Mark Smith,Nazim Sadykhov,Evan Elder,Nazim Sadykhov,3,F,Lightweight,M,TKO - Doctor's Stoppage,,3,0:38,http://ufcstats.com/fight-details/d45d9c7d60f332da
UFC Fight Night: Andrade vs. Blanchfield,Jacob Montalvo,Lina Lansberg,Mayra Bueno Silva,Mayra Bueno Silva,3,F,Women's Bantamweight,F,Submission,Kneebar On Ground,2,4:45,http://ufcstats.com/fight-details/c3a4187fc821bfff
UFC Fight Night: Andrade vs. Blanchfield,Chris Tognoni,Jamall Emmers,Khusein Askhabov,Jamall Emmers,3,F,Featherweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/43ec12079ccc371c
UFC Fight Night: Andrade vs. Blanchfield,Mark Smith,Ovince Saint Preux,Philipe Lins,Philipe Lins,3,F,Light Heavyweight,M,KO/TKO,Punch to Head At Distance,1,0:49,http://ufcstats.com/fight-details/3d46d635f9ae5e68
UFC Fight Night: Andrade vs. Blanchfield,Jacob Montalvo,AJ Fletcher,Themba Gorimbo,AJ Fletcher,3,F,Welterweight,M,Submission,Guillotine Choke From Bottom Guard,2,1:37,http://ufcstats.com/fight-details/435ba9b407b844ef
UFC Fight Night: Andrade vs. Blanchfield,Chris Tognoni,Clayton Carpenter,Juancamilo Ronderos,Clayton Carpenter,3,F,Flyweight,M,Submission,Rear Naked Choke,1,3:13,http://ufcstats.com/fight-details/40781a64c4cea877
UFC 284: Makhachev vs. Volkanovski,Marc Goddard,Islam Makhachev,Alexander Volkanovski,Islam Makhachev,5,T,Lightweight,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/256894b49303537b
UFC 284: Makhachev vs. Volkanovski,Jason Herzog,Yair Rodriguez,Josh Emmett,Yair Rodriguez,5,T,Featherweight,M,Submission,Triangle Choke From Bottom Guard,2,4:19,http://ufcstats.com/fight-details/2208b9f471a201d9
UFC 284: Makhachev vs. Volkanovski,Marc Goddard,Jack Della Maddalena,Randy Brown,Jack Della Maddalena,3,F,Welterweight,M,Submission,Rear Naked Choke,1,2:13,http://ufcstats.com/fight-details/4f672dd40867d8c6
UFC 284: Makhachev vs. Volkanovski,Jason Herzog,Justin Tafa,Parker Porter,Justin Tafa,3,F,Heavyweight,M,KO/TKO,Punch to Head At Distance,1,1:06,http://ufcstats.com/fight-details/da22d5a717ae9e35
UFC 284: Makhachev vs. Volkanovski,Steve Perceval,Tyson Pedro,Modestas Bukauskas,Modestas Bukauskas,3,F,Light Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/ca2672e68fedf4b7
UFC 284: Makhachev vs. Volkanovski,Peter Hickmott,Josh Culibao,Melsik Baghdasaryan,Josh Culibao,3,F,Featherweight,M,Submission,Rear Naked Choke,2,2:02,http://ufcstats.com/fight-details/8b7bc2af1e15b668
UFC 284: Makhachev vs. Volkanovski,Matt Wynne,Shannon Ross,Kleydson Rodrigues,Kleydson Rodrigues,3,F,Flyweight,M,KO/TKO,Punches to Body At Distance,1,0:59,http://ufcstats.com/fight-details/16dbe70eb7007f17
UFC 284: Makhachev vs. Volkanovski,Marc Goddard,Jamie Mullarkey,Francisco Prado,Jamie Mullarkey,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/a37a6b6f9551a6e8
UFC 284: Makhachev vs. Volkanovski,Jason Herzog,Jack Jenkins,Don Shainis,Jack Jenkins,3,F,Featherweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/28af78600d6580f1
UFC 284: Makhachev vs. Volkanovski,Steve Perceval,Loma Lookboonmee,Elise Reed,Loma Lookboonmee,3,F,Women's Strawweight,F,Submission,Rear Naked Choke,2,0:44,http://ufcstats.com/fight-details/51a12878b151d67b
UFC 284: Makhachev vs. Volkanovski,Peter Hickmott,Shane Young,Blake Bilder,Blake Bilder,3,F,Featherweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/5c962ea13cb9b937
UFC 284: Makhachev vs. Volkanovski,Matt Wynne,Zubaira Tukhugov,Elves Brener,Elves Brener,3,F,Lightweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/0ac5fc42ba039211
UFC Fight Night: Lewis vs. Spivac,Marc Goddard,Derrick Lewis,Serghei Spivac,Serghei Spivac,5,F,Heavyweight,M,Submission,Arm Triangle On Ground,1,3:05,http://ufcstats.com/fight-details/caeeb398f73d213a
UFC Fight Night: Lewis vs. Spivac,Keith Peterson,Da Woon Jung,Devin Clark,Devin Clark,3,F,Light Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/7a1abc0230af730c
UFC Fight Night: Lewis vs. Spivac,Mark Smith,Marcin Tybura,Blagoy Ivanov,Marcin Tybura,3,F,Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/8741e6a3a5a22a7f
UFC Fight Night: Lewis vs. Spivac,Keith Peterson,Yusaku Kinoshita,Adam Fugitt,Adam Fugitt,3,F,Welterweight,M,KO/TKO,Elbows to Head From Mount,1,4:36,http://ufcstats.com/fight-details/c63d8062c89c4c33
UFC Fight Night: Lewis vs. Spivac,Marc Goddard,Jeka Saragih,Anshul Jubli,Anshul Jubli,3,T,Lightweight,M,KO/TKO,Elbows to Head From Mount,2,3:44,http://ufcstats.com/fight-details/b1b20c686dfe3204
UFC Fight Night: Lewis vs. Spivac,Mark Smith,JeongYeong Lee,Yizha,JeongYeong Lee,3,T,Featherweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/765482eb58e8db48
UFC Fight Night: Lewis vs. Spivac,Keith Peterson,Toshiomi Kazama,Rinya Nakamura,Rinya Nakamura,3,T,Bantamweight,M,KO/TKO,Punch to Head At Distance,1,0:33,http://ufcstats.com/fight-details/a8067e65eb737a09
UFC Fight Night: Lewis vs. Spivac,Marc Goddard,SeungGuk Choi,HyunSung Park,HyunSung Park,3,T,Flyweight,M,Submission,Rear Naked Choke,3,3:11,http://ufcstats.com/fight-details/98094a500529d442
UFC Fight Night: Lewis vs. Spivac,Mark Smith,JunYong Park,Denis Tiuliulin,JunYong Park,3,F,Middleweight,M,Submission,Rear Naked Choke,1,4:05,http://ufcstats.com/fight-details/983fab4080743ed0
UFC Fight Night: Lewis vs. Spivac,Chris Tognoni,Tatsuro Taira,Jesus Aguilar,Tatsuro Taira,3,F,Flyweight,M,Submission,Triangle Armbar From Bottom Guard,1,4:20,http://ufcstats.com/fight-details/a26ca06cce403ce2
